# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc35237   658   0.396356   0.282    0.139   0.007   0.011   -0.004   -2.038   1.72     10.5352   8.0145   18.74     0.5682   8.6352584E-4    1      0.988   0.989    162.5   658   5       0.484    lmc35237   18.732       19.244       0.5039997     
  lmc35243   476   0.385235   0.25     0.095   0.022   0.013   -0.07    -3.044   -2.944   9.662     9.8313   19.134    0.9102   0.0019121849    1      0.983   0.989    70.4    476   3       0.519    lmc35243   19.121       19.866       0.73199844    
  lmc35250   447   0.401775   0.225    0.106   0.005   0.007   -0.022   2.193    1.57     8.5201    7.9184   18.803    0.7381   0.0016512304    1      0.986   0.985    70.4    447   3       0.421    lmc35250   18.787       19.387       0.58399963    
  lmc35253   459   0.355952   0.264    0.13    0.007   0.008   -0.034   -2.722   1.512    9.9129    7.8981   18.752    0.5508   0.0012          1      0.986   0.987    101.9   459   3       0.541    lmc35253   18.738       19.255       0.50299835    
  lmc35254   667   0.34075    0.271    0.13    0.019   0.008   0.005    -2.879   0.804    9.677     7.072    18.773    0.5295   7.938531E-4     1      0.987   0.991    164.9   667   4       0.462    lmc35254   18.765       19.228       0.45499992    
  lmc35256   747   0.368042   0.277    0.138   0.011   0.007   -0.007   -2.763   0.474    9.8174    6.7786   18.731    0.5973   7.995984E-4     1      0.991   0.987    177.9   747   4       0.493    lmc35256   18.725       19.2         0.46899986    
  lmc35262   453   0.318321   0.393    0.17    0.052   0.007   0.015    2.987    -0.849   9.2395    5.3875   18.854    0.5008   0.0011055188    1      0.985   0.987    159.2   453   3       0.557    lmc35262   18.839       19.213       0.35899925    
  lmc35263   453   0.353706   0.264    0.139   0.014   0.011   0.021    -2.964   0.131    9.561     6.3518   18.586    0.3525   7.781457E-4     1      0.982   0.987    136.3   453   3       0.447    lmc35263   18.577       19.085       0.49899864    
  lmc35274   668   0.331985   0.304    0.159   0.025   0.016   0.004    -3.043   -0.089   9.5164    6.1835   18.948    0.6721   0.0010061377    1      0.987   0.992    158.4   668   4       0.55     lmc35274   18.938       19.394       0.44599915    
  lmc35276   461   0.45393    0.173    0.076   0.001   0.003   -0.107   1.221    1.619    7.7181    8.2227   18.414    0.874    0.0018958786    1      0.984   0.981    48.3    461   3       0.375    lmc35276   18.401       18.903       0.48900032    
  lmc35285   461   0.420227   0.219    0.082   0.029   0.01    -0.029   2.986    -0.394   9.3265    5.9753   18.698    0.7661   0.0016618221    1      0.988   0.988    70.5    461   3       0.601    lmc35285   18.689       ""           ""            
  lmc35291   459   0.358623   0.284    0.137   0.014   0.01    0.019    -2.16    1.396    10.368    7.6211   18.893    0.8073   0.0017588235    1      0.987   0.985    82.4    459   3       0.597    lmc35291   18.876       19.338       0.4449997     
  lmc35294   460   0.312334   0.346    0.176   0.039   0.018   0.012    -3.118   -0.291   9.4247    5.9575   18.759    0.4723   0.0010267391    1      0.982   0.988    149.2   460   5       0.626    lmc35294   18.74        19.185       0.4259987     
  lmc35295   197   0.306839   0.357    0.165   0.043   0.007   -0.004   -3.069   -0.36    9.5048    5.9335   18.802    0.1683   8.543147E-4     1      0.978   0.978    115.3   197   5       0.532    lmc35295   18.788       19.288       0.48600006    
  lmc35301   663   0.297362   0.128    0.049   0.007   0.009   -0.061   2.827    -2.299   9.2308    4.166    18.769    0.5699   8.595776E-4     1      0.988   0.989    73.1    663   3       0.364    lmc35301   18.762       19.135       0.36600113    
  lmc35303   120   0.354745   0.263    0.121   0.018   0.01    -0.015   -2.422   0.433    10.1745   6.7605   18.819    0.1256   0.0010466666    1      0.95    0.959    61.9    120   3       0.448    lmc35303   18.805       19.331       0.51199913    
  lmc35304   454   0.357383   0.298    0.144   0.024   0.01    0.008    -2.878   0.692    9.6718    6.95     18.803    0.3616   7.964758E-4     1      0.984   0.984    150.0   454   3       0.486    lmc35304   18.794       19.279       0.47599983    
  lmc35308   471   0.3893     0.312    0.148   0.009   0.016   -0.033   -2.52    1.373    10.1119   7.7544   18.694    0.3876   8.2292996E-4    1      0.987   0.988    154.4   471   3       0.533    lmc35308   18.686       19.17        0.47599983    
  lmc35313   182   0.359809   0.303    0.136   0.007   0.003   0.035    -1.495   2.5      11.0023   8.679    18.449    0.2483   0.0013642857    1      0.971   0.972    67.8    182   4       0.584    lmc35313   18.444       ""           ""            
  lmc35328   476   0.310696   0.235    0.117   0.016   0.001   -0.032   2.498    -0.607   8.8443    5.7708   19.57     1.3821   0.0029035714    1      0.985   0.986    50.9    476   3       0.632    lmc35328   19.549       20.416       0.8460007     
  lmc35329   84    0.310652   0.279    0.12    0.027   0.017   0.012    -2.319   0.673    10.2232   6.921    19.33     0.1865   0.002220238     1      0.96    0.961    33.5    84    3       0.477    lmc35329   19.321       19.863       0.53300095    
  lmc35330   667   0.27478    0.284    0.131   0.033   0.007   0.014    3.039    0.219    9.2934    6.459    18.857    0.7447   0.0011164917    1      0.989   0.987    137.2   667   4       0.558    lmc35330   18.841       19.192       0.33499908    
  lmc35332   670   0.351233   0.259    0.127   0.013   0.012   0.002    -2.749   0.789    9.8129    7.0651   18.633    0.4454   6.6477613E-4    1      0.985   0.99     173.4   670   4       0.455    lmc35332   18.626       19.108       0.47500038    
  lmc35338   117   0.329974   0.374    0.166   0.047   0.024   -0.005   3.131    0.275    9.424     6.5725   18.939    0.1442   0.0012324787    1      0.965   0.965    73.3    117   4       0.594    lmc35338   18.92        19.398       0.45900154    
  lmc35339   752   0.249999   0.259    0.121   0.014   0.007   0.034    -3.05    1.631    9.4485    7.8125   19.255    1.1092   0.001475        1      0.989   0.947    112.0   752   5       0.52     lmc35339   19.246       19.611       0.3560009     
  lmc35341   196   0.338124   0.278    0.138   0.017   0.005   0.011    -2.148   0.517    10.3958   6.7662   19.092    0.2497   0.0012739795    1      0.974   0.94     67.6    196   3       0.505    lmc35341   19.084       19.744       0.6520004     
  lmc35343   457   0.357792   0.278    0.144   0.014   0.011   -0.013   -2.989   -0.153   9.6035    6.1686   18.741    0.2855   6.2472647E-4    1      0.987   0.989    159.1   457   3       0.473    lmc35343   18.731       19.174       0.43300056    
  lmc35347   689   0.315543   0.217    0.109   0.023   0.007   0.029    3.101    -1.133   9.3257    5.0627   19.034    1.2634   0.0018336719    1      0.988   0.99     76.7    689   3       0.528    lmc35347   19.025       19.48        0.44599915    
  lmc35348   459   0.318055   0.373    0.177   0.045   0.022   -0.007   3.122    -0.824   9.4191    5.4809   18.917    0.5346   0.001164706     1      0.986   0.988    148.3   459   5       0.636    lmc35348   18.905       19.31        0.39299965    
  lmc35350   484   0.239005   0.254    0.129   0.01    0.006   -0.01    -1.09    0.836    5.2143    7.1506   18.798    0.449    9.2768593E-4    1      0.985   0.989    119.9   484   3       0.512    lmc35350   18.791       19.117       0.31900024    
  lmc35351   413   0.280532   0.329    0.153   0.024   0.005   -0.005   3.089    -0.422   9.3815    5.8751   18.782    0.4638   0.0011230025    1      0.985   0.985    126.5   413   5       0.541    lmc35351   18.77        19.151       0.36899948    
  lmc35354   475   0.320227   0.296    0.143   0.031   0.007   0.019    -3.047   0.12     9.481     6.3453   18.86     0.7767   0.001635158     1      0.985   0.989    95.7    475   5       0.526    lmc35354   18.85        19.233       0.3729992     
  lmc35355   481   0.336647   0.227    0.113   0.009   0.008   0.014    -2.593   1.211    9.9463    7.454    19.012    0.5478   0.0011388774    1      0.986   0.983    92.8    481   5       0.495    lmc35355   19.007       19.571       0.559         
  lmc35356   122   0.340691   0.301    0.146   0.021   0.015   0.01     2.846    0.299    9.1096    6.5523   18.906    0.1331   0.0010909836    1      0.951   0.941    63.5    122   4       0.506    lmc35356   18.891       19.441       0.53499985    
  lmc35358   207   0.349174   0.311    0.146   0.009   0.011   0.024    -2.423   -1.882   10.0948   4.3293   19.045    0.258    0.0012463768    1      0.966   0.956    78.7    207   3       0.526    lmc35358   19.029       19.555       0.5100002     
  lmc35359   450   0.370932   0.274    0.132   0.018   0.004   0.001    -2.75    1.044    9.8135    7.323    18.656    0.3107   6.9044443E-4    1      0.989   0.988    150.3   450   3       0.433    lmc35359   18.65        19.13        0.47399902    
  lmc35361   755   0.294684   0.293    0.143   0.027   0.013   -0.003   3.081    -0.85    9.3701    5.4419   18.729    0.4926   6.524503E-4     1      0.988   0.992    212.3   755   5       0.446    lmc35361   18.719       19.091       0.3619995     
  lmc35362   469   0.303833   0.253    0.125   0.014   0.009   -0.018   -2.863   1.34     9.74      7.6783   19.071    0.564    0.0012025586    1      0.988   0.988    102.0   469   3       0.492    lmc35362   19.064       19.542       0.47100067    
  lmc35365   745   0.308878   0.16     0.077   0.008   0.005   -0.004   3.068    0.446    9.3586    6.7398   18.979    0.7635   0.0010248321    1      0.992   0.991    88.9    745   3       0.388    lmc35365   18.969       19.389       0.40999985    
  lmc35366   100   0.357113   0.238    0.111   0.008   0.014   -0.018   2.134    1.284    8.4542    7.6221   19.041    0.203    0.0020299999    1      0.956   0.932    31.6    100   3       0.534    lmc35366   19.021       19.539       0.4979992     
  lmc35367   462   0.281535   0.345    0.159   0.042   0.004   -0.035   -2.686   2.884    9.9506    9.2725   18.985    0.6823   0.0014768398    1      0.978   0.987    119.9   462   5       0.646    lmc35367   18.971       19.333       0.34799957    
  lmc35371   659   0.340352   0.303    0.15    0.026   0.008   -0.015   3.023    0.178    9.3354    6.505    18.97     0.6731   0.001021396     1      0.987   0.99     157.1   659   3       0.535    lmc35371   18.962       19.485       0.5150013     
  lmc35376   446   0.386509   0.298    0.138   0.022   0.006   -0.008   -2.357   2.902    10.2254   9.2087   19.58     0.9308   0.0020869956    1      0.986   0.988    79.6    446   3       0.595    lmc35376   19.559       19.827       0.24699974    
  lmc35378   336   0.328094   0.345    0.17    0.037   0.015   0.026    -3.013   -0.295   9.502     5.9107   18.732    0.236    7.0238096E-4    1      0.981   0.981    161.0   336   5       0.493    lmc35378   18.725       19.169       0.43700027    
  lmc35381   455   0.317475   0.283    0.138   0.028   0.009   -0.011   -3.103   -1.029   9.4859    5.2885   18.583    0.2591   5.6945055E-4    1      0.987   0.988    174.5   455   5       0.467    lmc35381   18.576       18.974       0.39100075    
  lmc35384   658   0.315995   0.292    0.145   0.026   0.016   0.006    -2.755   0.219    9.7987    6.4841   19.032    0.6951   0.001056383     1      0.993   0.991    148.9   658   4       0.548    lmc35384   19.023       19.465       0.43300056    
  lmc35389   235   0.345704   0.315    0.152   0.025   0.016   -0.005   -2.782   -0.057   9.7951    6.2424   18.588    0.169    7.1914896E-4    1      0.982   0.973    122.0   235   3       0.518    lmc35389   18.58        19.016       0.4280014     
  lmc35393   118   0.30564    0.343    0.152   0.029   0.018   0.015    -2.68    1.325    9.8563    7.5626   19.095    0.1811   0.0015347457    1      0.953   0.951    59.3    118   3       0.614    lmc35393   19.073       19.484       0.38899994    
  lmc35395   384   0.327406   0.386    0.189   0.043   0.024   -0.01    -3.131   0.049    9.455     6.3615   19.093    0.7311   0.0019039063    1      0.984   0.987    100.4   384   4       0.663    lmc35395   19.07        19.512       0.41899872    
  lmc35396   409   0.343374   0.303    0.137   0.017   0.014   -0.01    -2.787   1.135    9.7988    7.4479   18.82     0.3822   9.3447434E-4    1      0.986   0.984    132.1   409   5       0.507    lmc35396   18.811       19.277       0.45700073    
  lmc35399   209   0.362429   0.252    0.131   0.01    0.014   0.034    -2.621   0.562    9.8763    6.7422   18.933    0.1921   9.191388E-4     1      0.974   0.973    78.8    209   3       0.441    lmc35399   18.924       19.487       0.55399895    
  lmc35401   457   0.354464   0.239    0.125   0.015   0.011   0.011    -2.731   0.436    9.8142    6.6868   18.709    0.3699   8.094092E-4     1      0.972   0.983    119.9   457   3       0.438    lmc35401   18.704       19.154       0.4449997     
  lmc35406   123   0.301245   0.395    0.173   0.044   0.031   -0.021   3.016    -0.627   9.3403    5.7174   18.961    0.1946   0.0015821138    1      0.958   0.957    73.1    123   3       0.594    lmc35406   18.941       19.386       0.42499924    
  lmc35410   234   0.360656   0.285    0.142   0.015   0.008   -0.011   -3.086   0.802    9.5021    7.1172   18.68     0.1493   6.3803414E-4    1      0.973   0.971    118.4   234   3       0.428    lmc35410   18.671       19.122       0.44199944    
  lmc35418   757   0.352131   0.314    0.156   0.024   0.01    -0.001   -3.111   -0.418   9.4564    5.8666   18.872    0.6182   8.1664464E-4    1      0.991   0.99     202.7   757   5       0.515    lmc35418   18.861       19.367       0.49500084    
  lmc35420   671   0.386498   0.211    0.096   0.008   0.007   -0.017   -2.49    2.087    10.1095   8.4194   18.514    1.2568   0.0018730254    1      0.991   0.987    72.1    671   3       0.437    lmc35420   18.503       18.993       0.4790001     
  lmc35421   659   0.292739   0.26     0.117   0.023   0.005   0.003    2.967    -1.546   9.2433    4.7279   18.669    0.4227   6.4142636E-4    1      0.988   0.99     178.4   659   3       0.404    lmc35421   18.666       19.078       0.4089985     
  lmc35427   473   0.277676   0.302    0.149   0.034   0.01    0.005    3.056    -0.555   9.3289    5.713    19.063    0.5833   0.0012331924    1      0.983   0.982    118.0   473   5       0.575    lmc35427   19.05        19.47        0.4069996     
  lmc35430   462   0.300202   0.299    0.147   0.025   0.016   -0.044   3.069    -0.088   9.44      6.3277   18.9      0.6191   0.0013400433    1      0.985   0.984    107.5   462   3       0.504    lmc35430   18.896       19.319       0.41900063    
  lmc35431   630   0.357894   0.273    0.135   0.017   0.007   -0.0     -3.096   0.565    9.4704    6.8493   18.669    0.4344   6.895238E-4     1      0.99    0.991    176.3   630   4       0.459    lmc35431   18.662       19.106       0.43700027    
  lmc35434   456   0.443934   0.234    0.103   0.013   0.008   -0.016   -1.622   2.187    10.9769   8.5189   18.63     0.7291   0.0015989034    1      0.986   0.986    76.6    456   3       0.441    lmc35434   18.617       19.209       0.5790005     
  lmc35435   209   0.297945   0.204    0.091   0.019   0.003   0.078    2.665    -0.085   8.7909    5.9633   18.953    0.3168   0.0015157894    1      0.972   0.976    46.4    209   3       0.414    lmc35435   18.94        19.441       0.48800087    
  lmc35436   209   0.29082    0.162    0.075   0.017   0.003   0.013    3.051    -1.954   9.3071    4.2887   18.708    0.1499   7.172249E-4     1      0.98    0.974    58.7    209   3       0.373    lmc35436   18.7         19.139       0.43099976    
  lmc35441   750   0.350718   0.258    0.129   0.018   0.014   0.007    -2.892   0.992    9.6598    7.2539   18.746    0.507    6.76E-4         1      0.986   0.989    183.5   750   3       0.445    lmc35441   18.74        19.206       0.45999908    
  lmc35442   477   0.399318   0.261    0.117   0.006   0.012   0.009    -1.795   2.219    10.7544   8.4758   18.883    0.4413   9.251572E-4     1      0.984   0.987    122.9   477   4       0.47     lmc35442   18.875       19.411       0.5279999     
  lmc35447   460   0.359009   0.224    0.11    0.008   0.008   0.006    -2.961   1.126    9.593     7.3898   18.558    0.4743   0.0010310869    1      0.986   0.987    97.4    460   3       0.442    lmc35447   18.554       19.174       0.6159992     
  lmc35449   235   0.341999   0.277    0.143   0.021   0.012   -0.011   -3.009   -0.017   9.5796    6.3      18.84     0.2087   8.880851E-4     1      0.972   0.978    96.7    235   3       0.457    lmc35449   18.827       19.306       0.4659996     
  lmc35450   123   0.3348     0.35     0.159   0.026   0.008   -0.018   -2.96    -0.528   9.6414    5.8077   18.776    0.1345   0.0010934959    1      0.945   0.962    78.7    123   3       0.462    lmc35450   18.765       19.267       0.49100113    
  lmc35454   744   0.355698   0.264    0.133   0.016   0.006   -0.007   -2.881   0.524    9.7       6.829    18.766    0.5036   6.768817E-4     1      0.991   0.989    187.0   744   3       0.443    lmc35454   18.758       19.242       0.47599983    
  lmc35462   663   0.267792   0.234    0.114   0.018   0.014   -0.029   -3.139   0.069    9.4868    6.4408   18.785    0.5551   8.372549E-4     1      0.991   0.989    138.1   663   4       0.443    lmc35462   18.777       19.153       0.36800003    
  lmc35465   123   0.299121   0.167    0.085   0.006   0.006   -0.009   -2.603   0.264    9.9821    6.5745   14.925    0.0143   1.1626016E-4    1      0.967   0.946    125.6   123   3       0.214    lmc35465   14.922       15.369       0.44400024    
  lmc35469   57    0.285808   0.406    0.169   0.031   0.031   0.096    -3.042   -0.845   9.3324    5.1503   19.064    0.086    0.001508772     1      0.921   0.922    54.8    57    3       0.551    lmc35469   19.041       19.502       0.43800163    
  lmc35476   413   0.31976    0.364    0.184   0.043   0.017   -0.001   -3.128   -0.403   9.4413    5.8838   18.726    0.309    7.48184E-4      1      0.984   0.987    179.7   413   5       0.555    lmc35476   18.71        19.109       0.38299942    
  lmc35479   414   0.360598   0.28     0.137   0.02    0.009   0.005    -2.92    -0.189   9.6365    6.08     18.695    0.3394   8.1980677E-4    1      0.987   0.987    131.3   414   5       0.506    lmc35479   18.684       19.125       0.4300003     
  lmc35495   414   0.334956   0.194    0.082   0.034   0.004   0.02     2.847    0.743    9.0901    6.9664   18.279    0.1539   3.7173912E-4    1      0.982   0.986    142.7   414   4       0.318    lmc35495   18.276       18.804       0.5250015     
  lmc35500   234   0.283634   0.293    0.137   0.026   0.007   -0.01    3.087    -1.759   9.39      4.5541   18.782    0.1622   6.9316244E-4    1      0.972   0.979    113.7   234   3       0.504    lmc35500   18.776       19.058       0.27600098    
  lmc35503   210   0.315138   0.325    0.149   0.05    0.011   0.027    2.97     -1.49    9.1989    4.7114   18.876    0.3317   0.0015795238    1      0.974   0.97     71.0    210   4       0.554    lmc35503   18.866       19.308       0.4320011     
  lmc35504   622   0.362975   0.27     0.133   0.018   0.01    -0.008   -2.507   1.285    10.076    7.5931   18.91     0.5804   9.33119E-4      1      0.988   0.987    139.1   622   4       0.809    lmc35504   18.901       19.437       0.5270004     
  lmc35507   442   0.206707   0.17     0.085   0.013   0.007   -0.02    -2.994   -0.209   9.6131    6.1361   19.35     0.6949   0.0015721719    1      0.984   0.983    54.3    442   3       0.535    lmc35507   19.338       19.618       0.26799965    
  lmc35511   209   0.348543   0.376    0.174   0.045   0.014   0.012    2.88     -0.873   9.1401    5.3751   18.904    0.1937   9.2679425E-4    1      0.972   0.978    113.7   209   3       0.557    lmc35511   18.893       19.456       0.55200005    
  lmc35521   441   0.322551   0.334    0.168   0.036   0.011   0.012    3.024    -0.626   9.2836    5.6218   18.725    0.3366   7.632653E-4     1      0.982   0.985    170.9   441   4       0.501    lmc35521   18.715       19.139       0.41399956    
  lmc35523   326   0.358938   0.257    0.133   0.015   0.015   -0.006   2.999    -0.307   9.2951    5.9952   18.6      0.2754   8.447853E-4     1      0.983   0.98     104.8   326   3       0.404    lmc35523   18.592       19.043       0.4429989     
  lmc35527   105   0.32187    0.348    0.16    0.029   0.002   -0.023   -2.797   -0.133   9.8146    6.2182   18.809    0.1313   0.0012504762    1      0.968   0.919    63.7    105   5       0.564    lmc35527   18.794       19.25        0.44099998    
  lmc35528   208   0.363738   0.31     0.144   0.028   0.013   0.021    -2.754   0.596    9.7702    6.8165   18.865    0.1852   8.9038466E-4    1      0.954   0.963    101.2   208   3       0.503    lmc35528   18.854       19.385       0.52000046    
  lmc35529   437   0.275235   0.278    0.137   0.029   0.009   0.007    3.011    -0.69    9.2791    5.5714   18.933    0.423    9.679634E-4     1      0.979   0.982    119.8   437   5       0.502    lmc35529   18.926       19.3         0.36699867    
  lmc35532   660   0.352301   0.259    0.132   0.014   0.008   0.0      -2.543   0.816    10.0225   7.0972   18.912    0.6782   0.0010275758    1      0.99    0.984    134.0   660   3       0.489    lmc35532   18.904       19.386       0.47399902    
  lmc35535   233   0.364628   0.342    0.162   0.031   0.011   -0.009   -3.086   -0.614   9.4989    5.697    18.528    0.1447   6.2103005E-4    1      0.976   0.976    141.4   233   4       0.477    lmc35535   18.519       19.007       0.4790001     
  lmc35538   412   0.293901   0.233    0.111   0.029   0.009   0.047    -2.452   -0.492   10.0197   5.6498   18.706    0.9133   0.0022167475    1      0.986   0.976    57.2    412   3       0.668    lmc35538   18.691       19.083       0.3770008     
  lmc35544   754   0.302324   0.314    0.15    0.033   0.007   -0.001   -3.118   -0.86    9.4496    5.4246   18.83     0.7683   0.0010189655    1      0.992   0.99     175.4   754   3       0.524    lmc35544   18.821       19.2         0.37000084    
  lmc35555   694   0.326696   0.315    0.145   0.026   0.014   -0.023   3.099    -0.351   9.427     5.9999   19.293    1.0801   0.0015563401    1      0.992   0.991    130.4   694   4       0.623    lmc35555   19.279       19.87        0.5770016     
  lmc35562   754   0.358791   0.314    0.158   0.028   0.011   -0.001   -2.938   -0.16    9.6297    6.1258   18.702    0.5548   7.35809E-4      1      0.991   0.99     214.7   754   3       0.505    lmc35562   18.695       19.155       0.45300102    
  lmc35565   446   0.351686   0.258    0.137   0.014   0.013   0.007    -2.968   0.206    9.5845    6.4681   18.594    0.2396   5.3721975E-4    1      0.984   0.987    162.8   446   4       0.394    lmc35565   18.586       19.061       0.46700096    
  lmc35572   167   0.304856   0.334    0.16    0.037   0.011   -0.009   -3.136   0.022    9.4487    6.3332   18.835    0.1338   8.011976E-4     1      0.964   0.967    102.4   167   3       0.503    lmc35572   18.828       19.331       0.4960003     
  lmc35573   601   0.331992   0.243    0.124   0.01    0.008   0.025    3.114    0.647    9.3471    6.8549   18.971    0.5764   9.590682E-4     1      0.987   0.99     126.0   601   3       0.501    lmc35573   18.963       19.437       0.4659996     
  lmc35577   317   0.362248   0.275    0.131   0.007   0.006   0.053    -2.263   1.042    10.1982   7.1668   18.893    0.3774   0.0011905363    1      0.981   0.981    88.9    317   3       0.573    lmc35577   18.886       19.337       0.44400024    
  lmc35578   754   0.416833   0.234    0.107   0.011   0.006   -0.021   -2.567   2.332    10.0424   8.6795   18.554    1.4804   0.0019633952    1      0.992   0.991    79.6    754   3       0.521    lmc35578   18.543       19.014       0.45999908    
  lmc35580   407   0.356318   0.304    0.149   0.025   0.008   0.013    -3.008   -0.022   9.5313    6.2208   18.418    0.2205   5.417691E-4     1      0.983   0.975    183.1   407   3       0.443    lmc35580   18.412       18.866       0.44799995    
  lmc35584   517   0.357167   0.267    0.134   0.02    0.011   0.016    -2.94    0.421    9.5945    6.6575   18.808    0.4009   7.7543524E-4    1      0.988   0.987    143.0   517   3       0.484    lmc35584   18.802       19.296       0.48799896    
  lmc35587   665   0.287071   0.317    0.151   0.031   0.015   0.007    -3.128   -0.053   9.4234    6.2082   18.973    0.9675   0.0014548872    1      0.989   0.988    132.3   665   3       0.525    lmc35587   18.959       19.357       0.38400078    
  lmc35591   754   0.377637   0.274    0.133   0.009   0.004   -0.05    -2.777   2.998    9.8882    9.4305   18.582    0.8977   0.0011905836    1      0.99    0.991    136.9   754   3       0.466    lmc35591   18.572       19.037       0.45499992    
  lmc35597   449   0.316183   0.34     0.161   0.032   0.012   0.008    -3.107   -0.135   9.4427    6.1231   18.775    0.369    8.218263E-4     1      0.986   0.986    166.9   449   5       0.556    lmc35597   18.766       19.16        0.38500023    
  lmc35602   445   0.347009   0.327    0.155   0.028   0.01    -0.007   -2.772   -0.182   9.8083    6.1225   18.736    0.2917   6.5550563E-4    1      0.988   0.983    184.1   445   3       0.467    lmc35602   18.729       19.143       0.4069996     
  lmc35609   405   0.361782   0.321    0.158   0.033   0.016   -0.003   -2.898   0.081    9.6743    6.3735   18.42     0.1874   4.6271604E-4    1      0.983   0.987    207.9   405   5       0.483    lmc35609   18.41        18.805       0.38500023    
  lmc35610   228   0.350539   0.291    0.132   0.028   0.01    -0.083   -2.904   -0.437   9.8287    6.0957   18.561    0.3322   0.0014570175    1      0.972   0.97     71.3    228   3       0.509    lmc35610   18.552       19.055       0.49399948    
  lmc35616   459   0.306984   0.139    0.062   0.004   0.001   -0.043   2.564    0.682    8.9328    7.094    18.865    0.3675   8.006536E-4     1      0.982   0.981    70.9    459   3       0.351    lmc35616   18.862       19.215       0.35000038    
  lmc35619   392   0.3518     0.253    0.133   0.015   0.014   0.025    -2.905   0.55     9.6115    6.7582   18.877    0.351    8.954082E-4     1      0.988   0.988    111.2   392   3       0.471    lmc35619   18.868       19.332       0.45499992    
  lmc35627   119   0.303625   0.35     0.164   0.048   0.017   0.05     -2.782   -1.009   9.685     5.1246   18.868    0.2495   0.0020966388    1      0.945   0.933    49.2    119   3       0.597    lmc35627   18.85        19.322       0.45400047    
  lmc35634   445   0.365615   0.291    0.145   0.012   0.013   0.005    -2.498   1.086    10.0576   7.3526   18.705    0.2673   6.006742E-4     1      0.985   0.987    170.5   445   4       0.468    lmc35634   18.698       19.132       0.42700005    
  lmc35646   233   0.392729   0.323    0.153   0.025   0.021   -0.012   3.102    0.621    9.4088    6.9397   18.526    0.1468   6.300429E-4     1      0.971   0.969    136.3   233   3       0.424    lmc35646   18.521       18.99        0.4640007     
  lmc35651   445   0.301393   0.342    0.164   0.042   0.009   -0.004   3.108    -0.993   9.3994    5.3023   18.826    0.3433   7.714607E-4     1      0.977   0.981    171.3   445   5       0.56     lmc35651   18.817       19.157       0.33099937    
  lmc35656   747   0.334793   0.285    0.136   0.012   0.001   -0.006   -2.901   1.765    9.6768    8.0646   19.112    0.9216   0.0012337349    1      0.99    0.991    140.2   747   5       0.596    lmc35656   19.103       19.648       0.5360012     
  lmc35657   208   0.335563   0.355    0.165   0.02    0.011   -0.031   -3.099   -0.407   9.5291    5.9683   18.8      0.1838   8.836538E-4     1      0.953   0.975    114.7   208   3       0.522    lmc35657   18.785       19.273       0.47300148    
  lmc35658   407   0.353805   0.278    0.132   0.018   0.01    0.002    -3.046   1.618    9.5155    7.8936   18.744    0.3119   7.66339E-4      1      0.986   0.986    137.1   407   3       0.408    lmc35658   18.735       19.155       0.4110012     
  lmc35659   408   0.360099   0.252    0.13    0.014   0.006   -0.013   -2.906   0.581    9.6864    6.9035   18.689    0.2504   6.137255E-4     1      0.983   0.984    142.0   408   4       0.403    lmc35659   18.681       19.149       0.460001      
  lmc35660   210   0.306768   0.358    0.17    0.045   0.01    -0.064   2.951    -0.847   9.3624    5.6287   19.179    0.4053   0.0019299999    1      0.976   0.977    66.1    210   3       0.726    lmc35660   19.155       19.663       0.48399925    
  lmc35661   221   0.413522   0.256    0.117   0.014   0.013   -0.02    -1.692   2.274    10.9141   8.6171   18.531    0.3026   0.0013692308    1      0.968   0.971    61.2    221   3       0.591    lmc35661   18.52        18.983       0.45199966    
  lmc35663   749   0.311024   0.349    0.173   0.046   0.012   0.001    2.952    -0.245   9.2335    6.0357   18.791    0.6214   8.296395E-4     1      0.992   0.991    221.5   749   5       0.553    lmc35663   18.779       19.183       0.3920002     
  lmc35666   755   0.293236   0.232    0.118   0.01    0.015   0.033    2.885    -0.177   9.1018    6.0072   19.137    2.1239   0.0028131125    1      0.989   0.993    66.0    755   3       0.714    lmc35666   19.118       19.616       0.4790001     
  lmc35669   619   0.372342   0.314    0.156   0.026   0.01    -0.035   -2.84    0.495    9.7964    6.8844   18.753    0.7185   0.0011607432    1      0.982   0.988    146.5   619   4       0.515    lmc35669   18.74        19.233       0.47999954    
  lmc35674   456   0.283349   0.211    0.102   0.015   0.009   0.004    -2.985   1.543    9.5727    7.8126   18.94     0.3995   8.7609654E-4    1      0.985   0.986    101.3   456   3       0.418    lmc35674   18.932       19.21        0.26999855    
  lmc35676   378   0.248161   0.335    0.143   0.034   0.002   0.017    2.945    -0.363   9.1952    5.8705   19.052    0.4212   0.0011142858    1      0.984   0.982    122.6   378   5       0.496    lmc35676   19.045       19.375       0.32299995    
  lmc35679   428   0.303854   0.287    0.147   0.026   0.012   -0.037   3.022    0.277    9.38      6.6723   18.957    0.4405   0.0010292056    1      0.986   0.982    119.1   428   5       0.511    lmc35679   18.947       19.346       0.38899994    
  lmc35682   108   0.354999   0.323    0.141   0.02    0.017   0.022    -2.909   1.23     9.6138    7.4471   18.833    0.1051   9.7314816E-4    1      0.953   0.952    73.8    108   3       0.514    lmc35682   18.826       19.33        0.49699974    
