# id         Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN           aper   phcov   phcov2   snr     Npt   order   minmax   OGLEID     Imean_ogle   Vmean_ogle   VmI
  lmc19111   656   0.339931   0.235    0.112   0.017   0.005   -0.012   3.107    0.775    9.4142    7.0945   18.898    0.7568   0.0011536585    1      0.987   0.984    114.4   656   3       0.478    lmc19111   18.888       19.418       0.51999855    
  lmc19116   698   0.285248   0.306    0.152   0.025   0.012   -0.01    -3.006   -0.716   9.5808    5.5979   19.072    0.9872   0.0014143267    1      0.986   0.99     131.7   698   5       0.697    lmc19116   19.057       19.486       0.41399956    
  lmc19118   655   0.293947   0.138    0.066   0.005   0.004   -0.013   -2.871   1.177    9.7219    7.4999   19.267    1.1393   0.0017393893    1      0.992   0.992    50.9    655   3       0.477    lmc19118   19.26        19.847       0.5799999     
  lmc19119   661   0.30842    0.313    0.158   0.029   0.016   -0.016   3.034    -0.02    9.35      6.3122   19.056    0.7703   0.0011653554    1      0.988   0.986    150.0   661   4       0.589    lmc19119   19.045       19.536       0.47999954    
  lmc19121   421   0.309855   0.331    0.172   0.03    0.019   0.013    -3.134   -0.381   9.4065    5.8634   18.985    0.4004   9.5106894E-4    1      0.986   0.986    143.6   421   5       0.533    lmc19121   18.977       19.424       0.43899918    
  lmc19123   707   0.340801   0.248    0.123   0.01    0.005   -0.002   -2.747   0.86     9.824     7.1507   18.894    0.7072   0.0010002828    1      0.992   0.99     136.8   707   4       0.446    lmc19123   18.888       19.368       0.47400093    
  lmc19125   711   0.272137   0.169    0.077   0.005   0.001   -0.008   2.107    -2.369   8.4065    3.9386   19.125    0.9657   0.0013582278    1      0.991   0.99     76.0    711   3       0.462    lmc19125   19.117       19.519       0.3939991     
  lmc19131   682   0.226424   0.164    0.081   0.007   0.011   -0.004   3.046    -0.056   9.3363    6.2386   19.089    0.9154   0.0013422287    1      0.989   0.991    73.1    682   3       0.487    lmc19131   19.078       19.489       0.39999962    
  lmc19132   662   0.334076   0.105    0.041   0.004   0.001   -0.033   0.828    -1.625   7.1766    4.7563   18.636    0.5931   8.959215E-4     1      0.991   0.988    59.9    662   3       0.334    lmc19132   18.63        19.033       0.39700127    
  lmc19134   599   0.323672   0.282    0.142   0.03    0.016   -0.006   3.011    -0.278   9.3069    6.0246   18.694    0.4302   7.18197E-4      1      0.99    0.99     172.5   599   5       0.432    lmc19134   18.688       19.044       0.35000038    
  lmc19141   708   0.253287   0.233    0.118   0.021   0.012   -0.027   2.881    -0.314   9.2182    6.0497   19.053    0.9777   0.0013809322    1      0.99    0.991    103.4   708   4       0.541    lmc19141   19.044       19.401       0.34799957    
  lmc19143   657   0.293802   0.122    0.045   0.003   0.004   -0.031   -2.466   -3.093   10.163    9.5679   18.852    0.5713   8.6955866E-4    1      0.988   0.987    70.5    657   3       0.31     lmc19143   18.85        19.214       0.36200142    
  lmc19144   709   0.367455   0.303    0.155   0.018   0.01    -0.032   -2.95    0.4      9.6808    6.7791   18.857    0.753    0.0010620593    1      0.99    0.988    159.5   709   4       0.562    lmc19144   18.845       19.318       0.46100044    
  lmc19145   705   0.325012   0.354    0.176   0.038   0.013   -0.003   3.05     -0.382   9.3392    5.9097   18.833    0.6159   8.73617E-4      1      0.992   0.992    207.6   705   5       0.569    lmc19145   18.819       19.161       0.32799911    
  lmc19151   173   0.339883   0.257    0.127   0.013   0.009   0.007    -2.244   1.714    10.3077   7.9754   19.047    0.2191   0.001266474     1      0.971   0.961    60.2    173   3       0.442    lmc19151   19.037       19.476       0.42899895    
  lmc19154   708   0.356842   0.236    0.123   0.014   0.006   0.016    -2.881   0.936    9.6532    7.171    18.939    0.917    0.0012951978    1      0.99    0.987    109.1   708   4       0.484    lmc19154   18.926       19.383       0.44400024    
  lmc19157   671   0.336948   0.205    0.105   0.014   0.008   -0.041   -2.362   0.16     10.2856   6.5645   18.983    1.2134   0.0018083458    1      0.99    0.991    69.9    671   3       0.509    lmc19157   18.972       19.446       0.46299934    
  lmc19159   654   0.280955   0.303    0.142   0.035   0.01    -0.002   2.886    -0.453   9.1736    5.8371   19.0      0.741    0.0011330275    1      0.989   0.99     146.2   654   5       0.512    lmc19159   18.992       19.313       0.31299973    
  lmc19162   625   0.351106   0.274    0.136   0.011   0.007   0.011    -2.77    1.574    9.7751    7.8257   18.766    0.4999   7.9984E-4       1      0.987   0.988    162.8   625   3       0.462    lmc19162   18.758       19.256       0.48999977    
  lmc19167   707   0.333966   0.258    0.122   0.01    0.008   0.006    -2.722   1.269    9.8321    7.5344   18.882    0.7725   0.001092645     1      0.991   0.99     134.1   707   3       0.533    lmc19167   18.873       19.296       0.41399956    
  lmc19168   712   0.306786   0.342    0.175   0.029   0.016   -0.011   -2.858   -0.439   9.7305    5.8775   19.125    0.8661   0.0012164325    1      0.989   0.992    163.5   712   5       0.637    lmc19168   19.113       19.576       0.4510002     
  lmc19170   708   0.267555   0.206    0.09    0.013   0.005   0.003    -3.12    2.157    9.44      8.4304   19.193    1.1645   0.001644774     1      0.99    0.99     80.2    708   3       0.575    lmc19170   19.181       19.608       0.414999      
  lmc19172   685   0.316042   0.304    0.154   0.021   0.019   0.025    3.114    0.339    9.3462    6.5465   19.096    0.991    0.0014467153    1      0.99    0.99     127.0   685   4       0.64     lmc19172   19.087       19.534       0.43799973    
  lmc19174   50    0.330882   0.233    0.089   0.019   0.015   -0.133   -2.964   -2.68    9.8689    4.0027   18.644    0.0397   7.9400005E-4    1      0.903   0.914    44.3    50    3       0.35     lmc19174   18.646       19.164       0.52000046    
  lmc19175   444   0.382951   0.261    0.135   0.017   0.012   -0.007   -2.995   0.227    9.5852    6.5313   18.716    0.3787   8.529279E-4     1      0.981   0.986    125.8   444   3       0.468    lmc19175   18.709       19.293       0.57699966    
  lmc19178   711   0.304936   0.273    0.139   0.016   0.014   0.001    3.107    -0.213   9.388     6.0672   19.03     1.2644   0.0017783403    1      0.99    0.992    102.6   711   3       0.647    lmc19178   19.015       19.479       0.4489994     
  lmc19180   651   0.315681   0.29     0.145   0.03    0.012   -0.013   -2.948   0.167    9.6447    6.4907   19.031    0.7379   0.001133487     1      0.99    0.99     140.6   651   4       0.595    lmc19180   19.02        19.545       0.51399994    
  lmc19181   712   0.32655    0.101    0.043   0.004   0.005   -0.013   2.855    -2.268   9.1644    4.0549   18.664    0.6182   8.682584E-4     1      0.991   0.993    60.5    712   3       0.327    lmc19181   18.658       19.107       0.4430008     
  lmc19184   679   0.351284   0.275    0.133   0.018   0.009   0.019    -2.702   1.094    9.8264    7.3208   19.133    0.8682   0.0012786451    1      0.99    0.991    128.3   679   3       0.55     lmc19184   19.118       19.747       0.6140003     
  lmc19188   707   0.274791   0.133    0.061   0.006   0.002   0.004    1.716    1.668    7.9922    7.9403   18.769    0.76     0.0010749646    1      0.989   0.987    69.7    707   3       0.378    lmc19188   18.761       19.118       0.34900093    
  lmc19190   715   0.354675   0.185    0.085   0.016   0.015   0.056    -2.791   0.687    9.6643    6.803    19.174    2.0876   0.0029197203    1      0.991   0.992    47.7    715   3       0.654    lmc19190   19.154       ""           ""            
  lmc19196   701   0.289697   0.32     0.159   0.038   0.017   0.008    -3.112   -0.053   9.4384    6.2064   19.215    1.1553   0.0016480742    1      0.991   0.991    126.0   701   5       0.69     lmc19196   19.199       19.525       0.30999947    
  lmc19202   685   0.321481   0.304    0.155   0.028   0.012   -0.001   -3.082   -0.15    9.4864    6.1354   18.816    0.5183   7.566423E-4     1      0.992   0.993    194.0   685   5       0.516    lmc19202   18.807       19.226       0.40999985    
  lmc19213   648   0.269262   0.154    0.067   0.015   0.005   0.021    2.768    2.993    9.0097    9.2145   18.885    0.7076   0.0010919753    1      0.991   0.989    77.4    648   3       0.372    lmc19213   18.883       19.225       0.34000015    
  lmc19219   656   0.247374   0.247    0.111   0.021   0.009   0.003    2.919    -1.348   9.1958    4.9251   19.31     1.4592   0.0022243904    1      0.989   0.988    74.2    656   5       0.714    lmc19219   19.298       19.74        0.4300003     
  lmc19220   684   0.341199   0.27     0.142   0.011   0.013   0.014    -2.621   0.415    9.9187    6.6575   19.199    1.0063   0.0014711987    1      0.991   0.991    112.0   684   3       0.589    lmc19220   19.189       19.82        0.6210003     
  lmc19227   659   0.415753   0.206    0.095   0.009   0.011   -0.053   -2.535   -2.242   10.138    4.2011   18.637    1.2511   0.0018984824    1      0.99    0.988    70.5    659   3       0.514    lmc19227   18.625       19.071       0.43400002    
  lmc19230   657   0.274922   0.112    0.043   0.01    0.012   -0.021   3.086    0.076    9.4115    6.4223   18.954    1.0439   0.0015888889    1      0.99    0.99     44.7    657   4       0.445    lmc19230   18.948       19.301       0.34700012    
  lmc19235   703   0.340045   0.307    0.159   0.022   0.014   0.002    -3.095   0.249    9.4677    6.527    18.902    0.7372   0.0010486487    1      0.99    0.989    161.2   703   3       0.56     lmc19235   18.892       19.365       0.46299934    
  lmc19237   653   0.33018    0.09     0.038   0.006   0.004   -0.02    3.098    1.678    9.4215    8.0213   18.769    0.6165   9.4410416E-4    1      0.987   0.99     49.2    653   3       0.357    lmc19237   18.765       19.185       0.41600037    
  lmc19245   653   0.311435   0.316    0.155   0.036   0.011   -0.009   -3.062   -0.235   9.5213    6.074    19.028    0.6943   0.0010632465    1      0.991   0.991    162.1   653   5       0.535    lmc19245   19.02        19.407       0.3789997     
  lmc19247   656   0.258362   0.095    0.034   0.008   0.007   -0.096   1.2      2.484    7.6744    9.0542   18.945    0.8115   0.0012370427    1      0.988   0.992    43.8    656   3       0.352    lmc19247   18.936       19.277       0.33200073    
  lmc19250   706   0.356012   0.181    0.082   0.016   0.005   0.001    -3.023   0.057    9.5422    6.3386   18.333    0.3126   4.427762E-4     1      0.987   0.989    159.0   706   3       0.322    lmc19250   18.332       18.695       0.3619995     
  lmc19254   658   0.346557   0.319    0.154   0.019   0.014   -0.013   3.109    0.359    9.4179    6.6811   18.742    0.5419   8.235562E-4     1      0.989   0.989    190.5   658   5       0.501    lmc19254   18.73        19.166       0.4239998     
  lmc19256   655   0.301413   0.276    0.131   0.019   0.006   0.044    -2.812   0.533    9.6661    6.6846   18.875    0.9166   0.0013993894    1      0.99    0.992    117.7   655   3       0.488    lmc19256   18.866       19.299       0.4239998     
  lmc19262   699   0.33155    0.269    0.139   0.022   0.01    -0.011   2.969    -0.155   9.2744    6.1621   18.901    0.8302   0.0011876967    1      0.989   0.991    132.2   699   4       0.561    lmc19262   18.89        19.114       0.21300125    
  lmc19267   703   0.304552   0.299    0.143   0.034   0.018   -0.006   3.052    -0.196   9.3463    6.1037   18.936    0.7347   0.0010450925    1      0.991   0.991    159.9   703   4       0.531    lmc19267   18.927       19.443       0.50699997    
  lmc19271   684   0.344348   0.083    0.038   0.005   0.004   -0.026   -2.741   -0.304   9.8779    6.0584   17.765    0.152    2.2222221E-4    1      0.991   0.992    99.0    684   3       0.227    lmc19271   17.762       17.932       0.16699982    
  lmc19275   661   0.405727   0.035    0.014   0.004   0.002   -0.025   -2.917   1.023    9.7006    7.3828   17.332    0.0946   1.4311649E-4    1      0.988   0.991    54.1    661   3       0.123    lmc19275   17.33        17.237       -0.09500122   
  lmc19288   658   0.272847   0.208    0.107   0.015   0.007   -0.028   -2.765   0.597    9.8577    6.9651   19.158    1.0299   0.0015651975    1      0.989   0.989    81.8    658   3       0.539    lmc19288   19.146       19.487       0.32899857    
  lmc19289   445   0.331413   0.265    0.133   0.018   0.005   -0.007   -2.987   -0.831   9.5937    5.474    18.766    0.358    8.044944E-4     1      0.988   0.987    130.9   445   4       0.48     lmc19289   18.759       19.241       0.47499847    
  lmc19293   708   0.281789   0.343    0.156   0.037   0.008   -0.005   -3.089   -0.538   9.4865    5.7595   19.206    1.1359   0.0016043786    1      0.989   0.988    138.3   708   3       0.605    lmc19293   19.191       19.572       0.36600113    
  lmc19297   648   0.276555   0.205    0.1     0.013   0.006   0.021    1.742    1.084    7.9828    7.3033   19.114    0.8489   0.0013100309    1      0.991   0.99     88.8    648   4       0.493    lmc19297   19.103       19.53        0.41600037    
  lmc19299   653   0.26923    0.234    0.108   0.028   0.004   0.001    2.743    -0.725   9.0248    5.556    19.02     0.9324   0.0014278713    1      0.991   0.988    98.0    653   3       0.509    lmc19299   19.01        19.365       0.3449993     
  lmc19301   648   0.304506   0.239    0.115   0.014   0.001   -0.008   -2.994   0.641    9.5885    6.9477   18.963    0.7131   0.001100463     1      0.989   0.99     117.6   648   3       0.487    lmc19301   18.957       19.381       0.41800117    
  lmc19303   701   0.318604   0.319    0.162   0.021   0.011   0.019    -2.485   0.996    10.0432   7.2223   19.094    1.33     0.0018972897    1      0.991   0.992    113.6   701   3       0.702    lmc19303   19.078       19.235       0.14100075    
  lmc19306   659   0.27255    0.219    0.108   0.004   0.014   0.032    -2.556   1.291    9.9469    7.4782   19.258    0.9442   0.0014327769    1      0.987   0.99     92.0    659   3       0.518    lmc19306   19.248       19.636       0.37800026    
  lmc19307   612   0.281509   0.285    0.135   0.03    0.022   -0.018   -3.038   -0.9     9.5639    5.4362   19.132    1.0149   0.0016583332    1      0.989   0.989    100.9   612   4       0.746    lmc19307   19.119       19.483       0.35099983    
  lmc19310   654   0.396719   0.293    0.148   0.01    0.003   0.002    -2.112   0.367    10.4492   6.6424   18.74     0.6675   0.0010206422    1      0.991   0.992    151.5   654   4       0.555    lmc19310   18.734       19.208       0.4680004     
  lmc19311   700   0.259254   0.164    0.064   0.006   0.005   -0.002   3.09     2.262    9.3772    8.5517   19.162    0.9802   0.0014002857    1      0.986   0.988    72.2    700   3       0.486    lmc19311   19.156       19.566       0.40399933    
  lmc19315   712   0.396515   0.286    0.14    0.012   0.009   -0.006   -2.517   1.526    10.0612   7.8272   18.857    0.7421   0.0010422752    1      0.993   0.993    152.3   712   3       0.512    lmc19315   18.852       19.377       0.52000046    
  lmc19317   627   0.340064   0.323    0.161   0.024   0.016   0.015    -3.012   -0.27    9.5249    5.9699   19.041    0.6678   0.0010650718    1      0.991   0.987    159.6   627   3       0.539    lmc19317   19.031       19.608       0.56699944    
  lmc19319   653   0.268855   0.218    0.105   0.01    0.007   0.018    -2.877   -1.837   9.653     4.3912   19.274    1.1138   0.0017056662    1      0.988   0.989    80.3    653   3       0.552    lmc19319   19.262       19.669       0.39500046    
  lmc19321   711   0.333408   0.242    0.115   0.023   0.008   -0.002   2.374    -1.57    8.6608    4.7195   18.494    0.6483   9.1181434E-4    1      0.989   0.983    140.9   711   3       0.473    lmc19321   18.484       18.785       0.29100037    
  lmc19322   659   0.267198   0.232    0.101   0.022   0.002   -0.018   2.756    -0.511   9.0743    5.8251   18.915    0.6665   0.0010113808    1      0.992   0.992    120.1   659   5       0.472    lmc19322   18.909       19.282       0.36699867    
  lmc19325   686   0.412056   0.271    0.133   0.018   0.012   0.004    -2.335   0.385    10.2232   6.6555   19.126    0.8756   0.0012763848    1      0.988   0.991    122.3   686   3       0.561    lmc19325   19.117       19.888       0.76200104    
  lmc19329   648   0.210047   0.184    0.075   0.018   0.006   -0.035   -1.435   -2.096   4.9194    4.2939   19.747    1.5845   0.002445216     1      0.992   0.991    52.8    648   4       0.649    lmc19329   19.731       20.29        0.5430012     
  lmc19330   706   0.296603   0.337    0.168   0.043   0.012   -0.003   -3.037   -0.582   9.536     5.7109   18.979    0.91     0.0012889518    1      0.989   0.99     156.9   706   4       0.626    lmc19330   18.968       19.379       0.39999962    
  lmc19335   711   0.273106   0.314    0.156   0.038   0.01    -0.006   3.029    0.059    9.3236    6.3592   19.31     1.2192   0.001714768     1      0.989   0.992    119.2   711   4       0.659    lmc19335   19.3         19.815       0.50500107    
  lmc19339   661   0.347839   0.249    0.123   0.008   0.007   -0.038   -2.925   0.066    9.7177    6.4637   19.115    1.3828   0.002091982     1      0.99    0.988    80.8    661   3       0.545    lmc19339   19.1         19.543       0.4279995     
  lmc19348   713   0.367947   0.271    0.133   0.02    0.012   -0.021   -3.079   0.583    9.5297    6.9299   18.858    0.7716   0.001082188     1      0.99    0.991    142.4   713   4       0.487    lmc19348   18.848       19.354       0.4960003     
  lmc19349   710   0.303835   0.261    0.132   0.015   0.006   0.007    3.087    -0.28    9.3555    5.9818   18.967    0.7704   0.0010850704    1      0.992   0.991    137.0   710   4       0.495    lmc19349   18.957       19.36        0.39300156    
  lmc19364   659   0.345076   0.311    0.152   0.024   0.009   -0.001   -2.78    0.031    9.7884    6.3179   18.889    0.7463   0.0011324735    1      0.988   0.991    151.0   659   4       0.554    lmc19364   18.88        19.346       0.45700073    
  lmc19368   655   0.365822   0.277    0.141   0.022   0.008   0.018    -2.899   -0.092   9.6317    6.1373   18.786    0.6088   9.2946563E-4    1      0.989   0.991    153.2   655   4       0.497    lmc19368   18.779       19.282       0.4960003     
  lmc19371   24    0.295857   0.369    0.111   0.038   0.02    0.17     -1.411   -2.916   10.8149   9.1394   18.927    0.0189   7.875E-4        1      0.865   0.822    63.8    24    3       0.284    lmc19371   18.918       ""           ""            
  lmc19372   670   0.25923    0.117    0.047   0.005   0.011   -0.015   2.363    -0.126   8.6755    6.2019   19.237    1.1864   0.0017707463    1      0.99    0.989    43.4    670   3       0.474    lmc19372   19.225       19.867       0.63000107    
  lmc19373   638   0.296418   0.204    0.096   0.009   0.002   -0.026   -3.132   2.805    9.4854    9.1655   19.053    0.743    0.0011645767    1      0.991   0.989    95.7    638   3       0.451    lmc19373   19.046       19.447       0.394001      
  lmc19374   711   0.414353   0.075    0.031   0.005   0.004   -0.04    -2.941   1.33     9.7045    7.7319   18.378    0.285    4.0084388E-4    1      0.99    0.988    70.0    711   3       0.209    lmc19374   18.373       19.113       0.7350006     
  lmc19383   707   0.311922   0.299    0.143   0.02    0.005   0.015    -2.812   -0.38    9.7239    5.8574   19.086    0.8959   0.0012671853    1      0.989   0.987    140.8   707   3       0.557    lmc19383   19.076       19.569       0.4829998     
  lmc19388   134   0.411108   0.264    0.122   0.006   0.011   0.015    -1.186   2.335    5.0674    8.5741   18.535    0.0894   6.6716416E-4    1      0.959   0.963    78.8    134   4       0.43     lmc19388   18.526       ""           ""            
  lmc19396   46    0.296567   0.466    0.187   0.022   0.024   0.034    -2.862   0.259    9.6367    6.4412   18.893    0.0612   0.0013304348    1      0.886   0.868    55.8    46    5       0.602    lmc19396   18.88        ""           ""            
  lmc19399   438   0.264053   0.155    0.074   0.005   0.005   0.042    3.126    -2.446   9.3251    9.9939   18.987    0.4231   9.6598174E-4    1      0.987   0.987    67.9    438   3       0.37     lmc19399   18.982       19.373       0.38599968    
  lmc19406   442   0.277988   0.259    0.123   0.025   0.003   -0.022   3.117    0.394    9.4441    6.7426   19.027    0.489    0.0011063349    1      0.987   0.988    103.0   442   3       0.518    lmc19406   19.022       19.414       0.38699913    
  lmc19407   710   0.284582   0.274    0.125   0.01    0.003   -0.03    -2.13    -2.585   10.4963   10.0701  19.667    1.7985   0.0025330984    1      0.991   0.988    80.6    710   3       0.672    lmc19407   19.65        20.292       0.625         
  lmc19408   709   0.357749   0.22     0.1     0.004   0.002   -0.057   -3.038   -2.663   9.6425    10.0741  18.832    1.6522   0.0023303244    1      0.989   0.992    67.9    709   3       0.611    lmc19408   18.82        19.265       0.43299866    
  lmc19409   34    0.332327   0.49     0.183   0.018   0.06    -0.162   2.485    0.639    9.0915    7.4072   19.237    0.0671   0.0019735296    1      0.91    0.911    41.2    34    3       0.605    lmc19409   19.221       ""           ""            
  lmc19410   49    0.269822   0.434    0.178   0.021   0.009   -0.009   2.926    0.47     9.2275    6.7812   19.034    0.0627   0.0012795919    1      0.872   0.897    51.4    49    5       0.609    lmc19410   19.026       ""           ""            
  lmc19415   408   0.389564   0.272    0.128   0.007   0.017   0.019    -0.407   1.538    5.8379    7.7635   19.145    1.1586   0.002839706     1      0.985   0.988    55.1    408   3       0.847    lmc19415   19.128       19.772       0.6269989     
  lmc19423   713   0.351741   0.022    0.01    0.002   0.001   0.0      -2.627   0.723    9.9394    7.006    16.039    0.0206   2.8892006E-5    1      0.992   0.99     79.5    713   5       0.062    lmc19423   16.039       17.301       1.262001      
  lmc19424   179   0.260755   0.176    0.086   0.015   0.015   0.043    1.898    -0.347   8.0952    5.8065   19.027    0.2381   0.0013301676    1      0.966   0.963    39.3    179   3       0.481    lmc19424   19.015       ""           ""            
  lmc19426   103   0.332986   0.358    0.156   0.024   0.022   -0.02    -2.821   0.694    9.7845    7.036    18.809    0.0841   8.165049E-4     1      0.954   0.949    90.2    103   4       0.457    lmc19426   18.795       ""           ""            
  lmc19427   708   0.294782   0.119    0.055   0.002   0.004   0.028    -0.594   -0.482   5.6319    5.7162   18.984    0.74     0.0010451977    1      0.988   0.989    62.6    708   4       0.378    lmc19427   18.979       19.358       0.37400055    
  lmc19428   496   0.365657   0.295    0.141   0.025   0.014   -0.039   -2.822   0.22     9.8209    6.6186   18.772    0.5829   0.0011752016    1      0.986   0.986    111.8   496   4       0.49     lmc19428   18.766       ""           ""            
  lmc19430   710   0.334239   0.231    0.119   0.011   0.007   0.015    -2.666   1.001    9.8698    7.2386   18.885    0.691    9.732394E-4     1      0.992   0.991    127.2   710   3       0.515    lmc19430   18.877       19.347       0.4619999     
  lmc19432   836   0.367065   0.055    0.024   0.004   0.001   0.006    3.112    0.492    9.3825    6.7571   17.748    0.2736   3.2727275E-4    1      0.989   0.99     61.8    836   4       0.193    lmc19432   17.746       18.487       0.7390003     
  lmc19435   101   0.439908   0.265    0.069   0.023   0.041   -0.122   2.354    -2.552   8.882     4.0984   19.002    0.2275   0.0022524754    1      0.959   0.952    32.6    101   3       0.585    lmc19435   18.984       ""           ""            
  lmc19440   413   0.330331   0.214    0.11    0.005   0.019   0.067    -2.619   0.829    9.8131    6.9112   18.741    0.7977   0.001931477     1      0.98    0.986    54.2    413   4       0.585    lmc19440   18.742       19.135       0.394001      
  lmc19446   690   0.262951   0.158    0.076   0.009   0.003   0.031    -2.635   -1.919   9.8684    4.2705   19.22     1.0129   0.001467971     1      0.989   0.991    66.1    690   3       0.478    lmc19446   19.213       19.594       0.37400055    
  lmc19452   707   0.269091   0.205    0.095   0.012   0.008   -0.04    3.027    -1.354   9.3902    5.05     19.279    1.4325   0.002026167     1      0.991   0.991    69.8    707   5       0.67     lmc19452   19.267       19.892       0.61300087    
  lmc19458   659   0.230199   0.16     0.071   0.006   0.004   0.032    -2.208   1.801    10.2952   7.9895   19.192    1.3534   0.0020537178    1      0.99    0.989    52.6    659   3       0.49     lmc19458   19.175       19.508       0.31599998    
  lmc19462   641   0.364021   0.244    0.101   0.042   0.009   0.037    2.985    -0.406   9.1945    5.7664   18.853    0.6221   9.7051484E-4    1      0.992   0.99     129.2   641   3       0.552    lmc19462   18.848       19.631       0.7779999     
  lmc19466   647   0.321438   0.239    0.125   0.014   0.017   -0.039   -2.843   0.107    9.8009    6.5064   18.949    1.3334   0.0020608965    1      0.991   0.989    70.0    647   3       0.717    lmc19466   18.936       19.325       0.37600136    
  lmc19470   656   0.279997   0.183    0.079   0.021   0.006   0.021    2.326    -0.836   8.5665    5.3837   19.186    1.239    0.0018887195    1      0.992   0.986    63.4    656   3       0.525    lmc19470   19.174       19.599       0.4130001     
  lmc19477   682   0.358352   0.309    0.15    0.025   0.013   -0.028   -2.763   0.646    9.8604    7.0142   18.628    0.8422   0.0012348973    1      0.99    0.991    144.6   682   5       0.547    lmc19477   18.617       19.021       0.39299965    
  lmc19479   27    0.303161   0.384    0.184   0.027   0.032   -0.035   2.45     -0.627   8.8026    5.7609   18.995    0.0161   5.9629633E-4    1      0.819   0.803    56.8    27    3       0.448    lmc19479   18.977       ""           ""            
  lmc19482   694   0.297594   0.217    0.114   0.016   0.007   -0.022   2.875    -0.126   9.2029    6.2245   19.125    0.9087   0.001309366     1      0.99    0.992    98.2    694   3       0.638    lmc19482   19.119       19.636       0.5109997     
  lmc19491   607   0.273959   0.258    0.127   0.013   0.007   -0.022   2.802    -1.039   9.1285    5.3098   19.163    1.1354   0.0018705108    1      0.988   0.99     87.1    607   3       0.601    lmc19491   19.148       19.576       0.4130001     
  lmc19498   643   0.308904   0.317    0.16    0.032   0.015   -0.002   3.003    -0.538   9.2903    5.7503   18.844    0.5044   7.8444794E-4    1      0.988   0.991    193.5   643   5       0.522    lmc19498   18.836       19.274       0.4300003     
  lmc19500   625   0.339183   0.289    0.138   0.021   0.008   0.034    3.014    -0.177   9.2285    6.003    18.886    0.9845   0.0015752       1      0.99    0.99     106.1   625   5       0.537    lmc19500   18.874       19.247       0.36100006    
  lmc19505   716   0.405951   0.267    0.122   0.006   0.015   0.02     -2.622   -2.341   9.9046    3.8825   18.748    1.6239   0.0022680168    1      0.991   0.99     85.2    716   3       0.548    lmc19505   18.731       19.245       0.49700165    
  lmc19506   655   0.28148    0.298    0.145   0.023   0.008   0.03     3.088    1.322    9.3101    7.514    19.05     1.1168   0.0017050381    1      0.987   0.991    111.9   655   3       0.621    lmc19506   19.037       19.5         0.45000076    
  lmc19510   654   0.310349   0.255    0.124   0.024   0.006   -0.004   -2.973   -0.629   9.6018    5.6677   18.839    0.6193   9.469419E-4     1      0.988   0.991    137.5   654   3       0.478    lmc19510   18.831       19.202       0.36299896    
  lmc19511   716   0.348626   0.193    0.094   0.01    0.006   0.016    -3.112   0.535    9.4226    6.7698   18.542    0.4825   6.7388266E-4    1      0.992   0.99     132.7   716   4       0.404    lmc19511   18.539       18.95        0.40800095    
  lmc19515   711   0.261689   0.228    0.109   0.025   0.009   0.006    -2.908   0.159    9.6464    6.4243   19.044    0.8228   0.0011572433    1      0.989   0.991    112.7   711   3       0.514    lmc19515   19.04        19.366       0.3219986     
  lmc19516   650   0.345713   0.327    0.156   0.033   0.011   -0.004   3.127    0.255    9.4169    6.5485   18.803    0.6809   0.0010475385    1      0.992   0.984    160.8   650   5       0.615    lmc19516   18.791       19.285       0.48200035    
  lmc19517   610   0.360472   0.263    0.135   0.013   0.005   -0.011   2.87     1.245    9.1753    7.562    18.899    0.598    9.803278E-4     1      0.988   0.99     134.4   610   5       0.508    lmc19517   18.891       19.422       0.5230007     
  lmc19521   712   0.319458   0.325    0.169   0.018   0.016   -0.01    -3.02    -0.236   9.5654    6.0761   19.252    1.2231   0.0017178371    1      0.99    0.991    124.3   712   4       0.692    lmc19521   19.235       19.454       0.20199966    
  lmc19526   701   0.327704   0.266    0.133   0.016   0.007   0.006    -2.895   0.615    9.6585    6.8801   18.905    0.6638   9.4693294E-4    1      0.993   0.991    149.9   701   3       0.501    lmc19526   18.898       19.382       0.47699928    
  lmc19529   704   0.409351   0.243    0.124   0.018   0.009   0.003    -2.663   0.786    9.8971    7.0597   18.711    0.6028   8.5625E-4       1      0.99    0.99     146.6   704   3       0.461    lmc19529   18.706       19.242       0.53100014    
  lmc19537   652   0.326307   0.261    0.13    0.012   0.007   -0.047   -2.098   1.21     10.5618   7.6337   19.473    1.7368   0.0026638035    1      0.984   0.987    68.7    652   3       0.736    lmc19537   19.453       19.975       0.5020008     
  lmc19547   710   0.328642   0.27     0.134   0.018   0.005   0.009    -3.118   -0.197   9.43      6.0596   18.881    0.8282   0.0011664788    1      0.988   0.99     132.8   710   5       0.565    lmc19547   18.872       19.351       0.4699993     
  lmc19549   656   0.40172    0.182    0.087   0.002   0.009   0.075    -2.273   1.601    10.1437   7.6591   18.39     0.9963   0.00151875      1      0.988   0.987    70.5    656   3       0.39     lmc19549   18.38        18.863       0.47300148    
  lmc19552   709   0.370318   0.354    0.171   0.036   0.023   -0.015   -2.946   -0.378   9.6503    5.9504   19.298    1.1994   0.0016916783    1      0.989   0.99     136.4   709   3       0.775    lmc19552   19.29        19.912       0.6140003     
